
2509	FORG	Forgery	Transport Forged (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2510	FORG	Forgery	Transport Counterfeited (identify in comments)	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2511	FORG	Forgery	Transport Tools For Forgery/Counterfeiting	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2589	FORG	Forgery	Forgery	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2599	FORG	Forgery	Counterfeiting	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2601	FA	Fraudulent Activities	Fraud - Confidence Game	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2602	FA	Fraudulent Activities	Fraud - Swindle	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2603	FA	Fraudulent Activities	Mail Fraud	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1


2604	FA	Fraudulent Activities	Fraud - Impersonating	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2605	FA	Fraudulent Activities	Fraud - Illegal Use Credit Cards	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2606	FA	Fraudulent Activities	Fraud - Insufficient Funds Check	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2607	FA	Fraudulent Activities	Fraud - False Statement	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2608	FA	Fraudulent Activities	Fraud By Wire	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2609	FA	Fraudulent Activities	Fraud and Abuse - Computer	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2699	FA	Fraudulent Activities	Fraud	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. Default to a Level 1.	Level 1
2701	EMBZ	Embezzlement	Embezzle - Business Property	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. If amount is not available, then it's a Level 2.	Level 2
2702	EMBZ	Embezzlement	Embezzle - Interstate Shipment	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. If amount is not available, then it's a Level 2.	Level 2
2703	EMBZ	Embezzlement	Embezzle - Banking-Type Institution	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. If amount is not available, then it's a Level 2.	Level 2
2704	EMBZ	Embezzlement	Embezzle - Public Property (U.S., state, city property)	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. If amount is not available, then it's a Level 2.	Level 2
2705	EMBZ	Embezzlement	Embezzle - Postal	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. If amount is not available, then it's a Level 2.	Level 2
2799	EMBZ	Embezzlement	Embezzle	If the loss is greater than 10k, then it's a Level 1.  If the loss is less than or equal to 10k, then it's a Level 2. If amount is not available, then it's a Level 2.	Level 2


2801	SP	Stolen Property	Sale Of Stolen Property	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2802	SP	Stolen Property	Transport Interstate Stolen Property	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
2803	SP	Stolen Property	Receive Stolen Property	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2804	SP	Stolen Property	Possession Stolen Property	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2805	SP	Stolen Property	Conceal Stolen Property	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2899	SP	Stolen Property	Stolen Property	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2
2901	DP	Damage Property	Damage Property - Business	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
2902	DP	Damage Property	Damage Property - Private	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
2903	DP	Damage Property	Damage Property - Public	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
2904	DP	Damage Property	Damage Property - Business-With Explosive		Level 1
2905	DP	Damage Property	Damage Property - Private-With Explosive		Level 1
2906	DP	Damage Property	Damage Property - Public-With Explosive		Level 1


2999	DP	Damage Property	Damage Property - Free Text	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3501		Dangerous Drugs	Hallucinogen – Mfr (NOT TO INCLUDE MARIJUANA)		Level 1
3502		Dangerous Drugs	Hallucinogen - Distrib  (NOT TO INCLUDE MARIJUANA)		Level 1
3503		Dangerous Drugs	Hallucinogen - Sell  (NOT TO INCLUDE MARIJUANA)		Level 1
3504		Dangerous Drugs	Hallucinogen – Possess (not to include marijuana)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3505		Dangerous Drugs	Hallucinogen – (NOT TO INCLUDE MARIJUANA)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3510		Dangerous Drugs	Heroin - Sell		Level 1
3511		Dangerous Drugs	Heroin - Smuggle		Level 1
3512		Dangerous Drugs	Heroin - Possess	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3513		Dangerous Drugs	Heroin (describe offense)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3520		Dangerous Drugs	Opium or Deriv - Sell 		Level 1
3521		Dangerous Drugs	Opium or Deriv - Smuggle		Level 1
3522		Dangerous Drugs	Opium or Deriv - Possess	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3523		Dangerous Drugs	Opium or Deriv (describe offense)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3530		Dangerous Drugs	Cocaine - Sell		Level 1
3531		Dangerous Drugs	Cocaine - Smuggle		Level 1
3532		Dangerous Drugs	Cocaine - Possess	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3


3533		Dangerous Drugs	Cocaine (describe offense)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3540		Dangerous Drugs	Synth Narcotic - Sell		Level 1
3541		Dangerous Drugs	Synth Narcotic - Smuggle		Level 1
3542		Dangerous Drugs	Synth Narcotic - Possess	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3543		Dangerous Drugs	Synth Narcotic (describe offense) 	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3550		Dangerous Drugs	Narcotic Equip - Possess	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3560		Dangerous Drugs	Marijuana - Sell		Level 1
3561		Dangerous Drugs	Marijuana - Smuggle		Level 1
3562		Dangerous Drugs	Marijuana - Possess	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3563		Dangerous Drugs	Marijuana - Producing		Level 1
3564		Dangerous Drugs	Marijuana (describe offense)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3570		Dangerous Drugs	Amphetamine - Mfr		Level 1
3571		Dangerous Drugs	Amphetamine - Sell		Level 1
3572		Dangerous Drugs	Amphetamine - Possess         	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3573		Dangerous Drugs	Amphetamine (describe offense)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3580		Dangerous Drugs	Barbiturate - Mfr		Level 1
3581		Dangerous Drugs	Barbiturate - Sell 		Level 1


3582		Dangerous Drugs	Barbiturate - Possess	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3583		Dangerous Drugs	Barbiturate (describe offense)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3599		Dangerous Drugs	Dangerous Drugs (describe offense)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3601	SOFF	Sex Offenses (Not Involving Ass	aSex Offense Against Child-Fondling		Level 1
3602	SOFF	Sex Offenses (Not Involving Ass	aHomosexual Act With Girl		Level 1
3603	SOFF	Sex Offenses (Not Involving Ass	aHomosexual Act With Boy		Level 1
3604	SOFF	Sex Offenses (Not Involving Ass	aIncest With Minor		Level 1
3605	SOFF	Sex Offenses (Not Involving Ass	aIndecent Exposure	If committed against a minor, then it's Level 1. If there is no indication if committed against minor, then it's a Level 2.	Level 2
3606	SOFF	Sex Offenses (Not Involving Ass	aBestiality	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3607	SOFF	Sex Offenses (Not Involving Ass	aIncest With Adult	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3608	SOFF	Sex Offenses (Not Involving Ass	aSeduction Of Adult	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3609	SOFF	Sex Offenses (Not Involving Ass	aHomosexual Act With Woman	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3610	SOFF	Sex Offenses (Not Involving Ass	aHomosexual Act With Man	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3


3611	SOFF	Sex Offenses (Not Involving Ass	aPeeping Tom	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3612	SOFF	Sex Offenses (Not Involving Ass	aFailure To Register As A Sex Offender		Level 1
3613	SOFF	Sex Offenses (Not Involving Ass	aSex Offender Registration Violation		Level 1
3614	SOFF	Sex Offenses (Not Involving Ass	aIndecent Exposure to Minor		Level 1
3615	SOFF	Sex Offenses (Not Involving Ass	aIndecent Exposure to Adult		Level 2
3616	SOFF	Sex Offenses (Not Involving Ass	aLewd or Lascivious Acts with Minor		Level 1
3617	SOFF	Sex Offenses (Not Involving Ass	aSexually Violate Human Remains/Necrophilia	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3618	SOFF	Sex Offenses (Not Involving Ass	aMolestation of Minor		Level 1
3619	SOFF	Sex Offenses (Not Involving Ass	aVoyeurism	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3620	SOFF	Sex Offenses (Not Involving Ass	aSex Offense – Elderly		Level 2
3621	SOFF	Sex Offenses (Not Involving Ass	aSex Offense – Disabled		Level 2
3622	SOFF	Sex Offenses (Not Involving Ass	aTransport Interstate for Sexual Activity	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 2.	Level 2
3699	SOFF	Sex Offenses (Not Involving Ass	aSex Offense	If the sexual assault occurred with a minor, then it's a Level 1. If the sexual assault did not occur with a minor, then it's a Level 2.	Level 2
3700	OBSC	Obscenity	Obscene Material	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3701	OBSC	Obscenity	Obscene Material - Manufacturing	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3702	OBSC	Obscenity	Obscene Material - Sell	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3


3703	OBSC	Obscenity	Obscene Material - Mailing	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3704	OBSC	Obscenity	Obscene Material - Possession	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3705	OBSC	Obscenity	Obscene Material - Distribution	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3706	OBSC	Obscenity	Obscene Material - Transport	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3707	OBSC	Obscenity	Obscene Communication	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3799	OBSC	Obscenity	Obscene	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3801	FO	Family Offenses	Neglect Family	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3802	FO	Family Offenses	Cruelty Toward Child	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
3803	FO	Family Offenses	Cruelty Toward Wife	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
3804	FO	Family Offenses	Bigamy	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3


3805	FO	Family Offenses	Contributing to Delinquency of Minor	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3806	FO	Family Offenses	Neglect Child	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3807	FO	Family Offenses	Non-payment of Alimony	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3808	FO	Family Offenses	Non-support of Parent	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3809	FO	Family Offenses	Cruelty Toward Elderly	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
3810	FO	Family Offenses	Cruelty Toward Disabled	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 1.	Level 1
3811	FO	Family Offenses	Neglect Elderly	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3812	FO	Family Offenses	Neglect Disabled	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3899	FO	Family Offenses	Family Offense	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
3901	GAMB	Gambling	Bookmaking	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3


3902	GAMB	Gambling	Card Game - Operating	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3904	GAMB	Gambling	Card Game	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3905	GAMB	Gambling	Dice Game - Operating	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3907	GAMB	Gambling	Dice Game	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3908	GAMB	Gambling	Gambling Device - Possession	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3909	GAMB	Gambling	Gambling Device - Transport	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3910	GAMB	Gambling	Gambling Device - Not Registered	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3911	GAMB	Gambling	Gambling Device	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3912	GAMB	Gambling	Gambling Goods - Possession	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3913	GAMB	Gambling	Gambling Goods - Transport	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3


3914	GAMB	Gambling	Gambling Goods	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3915	GAMB	Gambling	Lottery - Operating	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3916	GAMB	Gambling	Lottery - Runner	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3918	GAMB	Gambling	Lottery	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3919	GAMB	Gambling	Sports Tampering	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3920	GAMB	Gambling	Transmit Wager Information	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3921	GAMB	Gambling	Establish Gambling Place	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
3999	GAMB	Gambling	Gambling	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4001	CSOFF	Commercialized Sexual Offenses	Keeping House Ill Fame		Level 1
4002	CSOFF	Commercialized Sexual Offenses	Procure For Prostitute (pimping)		Level 1
4003	CSOFF	Commercialized Sexual Offenses	Commercial Sex - Homosexual Prostitution	If the sentence is greater than 1 year, then it's a Level 1.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4004	CSOFF	Commercialized Sexual Offenses	Prostitution	If the sentence is greater than 1 year, then it's a Level 1.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3


4005	CSOFF	Commercialized Sexual Offenses	Frequent House Ill Fame	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
4006	CSOFF	Commercialized Sexual Offenses	Transport Female Interstate for Immoral Purposes	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4007	CSOFF	Commercialized Sexual Offenses	Procure for Prostitute Who Is a Minor		Level 1
4008	CSOFF	Commercialized Sexual Offenses	Procure for Prostitute Who is an Adult	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4009	CSOFF	Commercialized Sexual Offenses	Transport Interstate for Commercialized Sex		Level 1
4099	CSOFF	Commercialized Sexual Offenses	Commercial Sex	If the sentence is greater than 1 year, then it's a Level 1.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4101	LIQ	Liquor	Liquor - Manufacturing	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4102	LIQ	Liquor	Liquor - Sell	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4103	LIQ	Liquor	Liquor - Transport	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4104	LIQ	Liquor	Liquor - Possession	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
4199	LIQ	Liquor	Liquor	If the sentence is greater than 1 year, then it's a Level 2.  If the sentence is less than or equal to 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4801	OP	Obstructing the Police	Resisting Officer	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 2.  If no sentence information is present, then it's a Level 2.	Level 2


4802	OP	Obstructing the Police	Obstruct Criminal Invest	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4803	OP	Obstructing the Police	Making False Report	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4804	OP	Obstructing the Police	Evidence - Destroying	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4805	OP	Obstructing the Police	Witness - Dissuading	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4806	OP	Obstructing the Police	Witness - Deceiving	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4807	OP	Obstructing the Police	Refusing To Aid Officer	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4808	OP	Obstructing the Police	Compounding Crime	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4809	OP	Obstructing the Police	Unauthorized Communication With Prisoner	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4810	OP	Obstructing the Police	Illegal Arrest	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4811	OP	Obstructing the Police	Crossing Police Lines	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3


4812	OP	Obstructing the Police	Failure Report Crime	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4813	OP	Obstructing the Police	Failing to Move On	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4899	OP	Obstructing the Police	Obstruct Police	If the sentence is greater than or equal to 1 year, then it's a Level 1.  If the sentence is less than 1 year, then it's a Level 3.  If no sentence information is present, then it's a Level 3.	Level 3
4901	FLT	Flight - Escape	Escape (identify type institution in comments)	If the sentence is greater than 1 year, then it's a Level 2. If the sentence is less than or equal to 1 year, then it's a Level 3. If no sentence information is present, then it's a Level 3.	Level 3
